PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_16_stor,firmness_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_16_harv,weight_16_harv,brix_16_harv,firmness_16_harv,flowering_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_17_stor,firmness_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_17_harv,firmness_17_harv,weight_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_17,percent_firmness_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
George Cave,900,18941,USDA,domestica,dessert,United Kingdom,old,1945,NA,NA,NA,NA,NA,7.594501893,7.778054618,239.4094485,132.7662149,12.21845121,4.858802199,152.1348379,1.044113512,1.610065165,88.92324982,NA,NA,NA,NA,NA,6.231,11,99.766,3.6416,1.765366715,12.74673062,8.686007871,239.2792058,5.288633683,103.8741002,1.394250479,-28.26393791,-13.70336186,-3.954884013,-31.1428959,26.6176158,4.297724106,4.514840517,89.2012079989167
Kaiser Wilhelm,906,18088,USDA,domestica,dessert,Germany,old,1850,NA,NA,NA,NA,NA,6.462342069,11.03923948,304.3749469,229.5657481,13.783333,6.234146597,153.7615615,2.058395307,2.17802499,150.9744568,NA,NA,NA,NA,NA,5.1456,14.7,218.8,6.5678,2.856809701,12.63898723,10.4710669,278.6645221,9.121951898,247.6185445,1.052911573,-50.8588757,16.30678736,-11.63828201,-28.00005883,171.3247507,5.310871516,5.142965175,124.837974294185
Feuillard,908,151025,USDA,domestica,NA,France,old,NA,NA,NA,NA,NA,NA,2.227005124,6.38567257,290.3037758,104.5008232,11.9387091,8.331917542,160.9022838,2.016528802,6.218724939,129.6535842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.113535431,4.730859081,NA
Jaune lu Desert,910,139526,USDA,domestica,NA,France,old,NA,NA,NA,NA,NA,NA,2.224962453,13.43923948,265.3572646,125.2963598,9.851322325,6.799410873,154.0811799,0.981166657,4.832216027,110.9949263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.07466065,2.752412871,255.1098961,9.381272541,65.52104218,3.870164496,NA,NA,NA,NA,NA,5.01136507,4.383970736,NA
Primrouge,914,17156,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,10.0445866,14.09277711,294.0423148,183.9945059,12.72744316,6.41592417,151.8189642,1.006336745,1.479706273,141.9456323,NA,NA,NA,NA,NA,5.7888,11.3,NA,NA,1.952045329,10.99998235,6.922123311,246.8189261,7.994955423,108.1938165,1.660305782,-16.37248082,2.727437597,NA,NA,17.57143473,NA,NA,94.7775569480392
Morden 363,916,12518,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,7.783429994,8.060892611,257.1395521,171.9821841,11.86531023,5.877600968,151.0520448,0.987858714,1.548877942,105.2085073,NA,NA,NA,NA,NA,6.164,9.9,NA,NA,1.606099935,10.64619456,6.864716357,242.2889816,6.031754275,107.6416089,1.569999293,-10.20750633,-7.009026122,NA,NA,2.299405017,NA,NA,89.0392525404992
Ottawa 274,920,19492,USDA,domestica,cider,Canada,new,NA,NA,NA,NA,NA,NA,9.762342069,8.178054618,241.3465299,173.3131159,12.22777744,5.38874323,151.8912621,0.983601805,1.362002211,89.64466416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52013002,13.4759697,225.2192791,5.219231208,222.4712181,0.74064519,NA,NA,NA,NA,NA,3.5281668,3.793231797,73.2451112192548
Renown,930,133883,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,3.512641918,10.27805462,284.5921196,138.6966509,11.05415929,6.648323493,153.0770634,1.919669344,3.314923294,130.5176027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.627245723,5.780583766,NA
Paulista,932,610646,USDA,domestica,NA,Brazil,new,NA,NA,NA,NA,NA,NA,4.794501893,15.78567257,260.5727199,95.73905864,9.296228993,7.850113035,153.9441635,2.475657685,1.984722431,106.3448494,NA,NA,NA,NA,NA,4.422,12.2,156.71,5.4834,2.75893261,10.68787351,7.321690073,254.2792036,8.137351783,167.1701945,1.451652858,-39.60410839,14.14805747,-6.257212602,-32.61444084,90.05457085,3.359437507,3.293723245,100.269852668734
Ottawa 292,934,14853,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.847777836,7.587749278,242.4093442,173.1012208,12.08977337,5.983428221,151.9343373,2.032781831,1.37891645,90.63774133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.34297127,9.379064396,232.5289876,4.513208561,206.377657,1.308339788,NA,NA,NA,NA,NA,2.218020626,2.87045559,80.2719761562299
Pomme Thoury,945,140133,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,2.718189633,8.489825985,306.0970939,130.1307954,15.63318371,8.332236489,160.7668707,2.544906623,5.455838655,145.5358577,NA,NA,NA,NA,NA,1.8224,12.4,81.042,8.8596,6.804214223,11.51140347,3.386534005,269.1647194,11.62208356,101.9980678,3.452039557,-46.18686842,7.719271889,-20.5455537,-23.76926262,97.1070757,NA,NA,108.324202268528
Middleton Fameuse,946,7634,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,3.482913754,9.046314737,297.381208,111.6838028,12.25872077,4.293161696,152.912626,1.032781831,3.592647067,145.5263834,NA,NA,NA,NA,NA,4.7168,11.8,112.498,4.4702,2.501696065,10.76025945,6.85722091,260.8615484,8.399342997,95.05877731,1.542911991,-31.2141163,9.662783275,18.34572585,-46.77917069,62.14120309,NA,NA,107.696741473364
Paraquet,947,132350,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,5.827005124,15.63923948,303.5261351,157.3082723,12.99426465,8.962671387,153.9301592,1.012755733,2.307294849,149.5398382,NA,NA,NA,NA,NA,4.5024,13.3,127.422,5.2742,2.9539801,10.90305128,6.472749178,267.6921296,10.65015299,142.3669322,1.690529373,-30.44068484,21.98420112,-10.49747433,-50.47770672,74.73698748,NA,NA,113.940772152395
Quebec Belle,954,7505,USDA,domestica,dessert,Canada,new,1956,NA,NA,NA,NA,NA,6.182913754,12.14631474,304.381208,169.2838028,13.35872077,6.647161696,153.8235807,3.067741877,2.100222824,150.5263834,NA,NA,NA,NA,NA,5.1188,13.8,137.334,5.2332,2.695944362,11.64883883,8.47687356,281.7066941,7.984604321,218.7743079,1.294908959,-39.6145293,18.46674338,-37.22571845,-34.45886872,108.1956683,5.160486787,5.832827586,127.683309004877
Regent,968,21905,USDA,domestica,dessert,United States,new,1963,NA,NA,NA,NA,NA,3.683429994,18.58982599,299.4319745,163.063925,11.71610388,6.402989155,152.101895,1.986993352,3.070647376,147.5081149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.06964282,9.918760197,275.9133336,8.361576465,205.5952569,1.280618411,NA,NA,NA,NA,NA,NA,NA,123.993183326021
Niagara,971,10247,USDA,domestica,dessert,United States,new,1962,NA,NA,NA,NA,NA,4.072627911,12.31218468,276.363869,153.7984593,13.332138,5.392452463,149.8235807,1.567741877,3.249102694,126.5855238,NA,NA,NA,NA,NA,5.36,14.4,199.916,4.5916,2.686567164,12.84883883,8.53717356,253.7066941,8.615504321,177.3883079,1.457922727,-37.21575458,12.07238408,12.6996488,-46.70538335,84.27363218,4.940169259,5.361663732,103.683309004877
Redwell,975,21899,USDA,domestica,dessert,United States,new,1946,NA,NA,NA,NA,NA,5.682913754,12.46089261,303.4016887,191.1550644,12.99205411,6.600787183,154.0286601,1.044113512,2.23641811,148.8889615,NA,NA,NA,NA,NA,5.092,14,NA,NA,2.749410841,11.81797458,7.80517627,268.1120587,6.763605558,191.4006721,1.596182351,-34.76124274,18.46361582,NA,NA,72.2491693,3.68858231,4.286863893,114.119561358499
Manitoba Spy,977,14902,USDA,domestica,dessert,Canada,new,1931,NA,NA,NA,NA,NA,5.793034112,13.34631474,285.618669,161.7423319,11.10158835,4.380964425,154.096437,1.501417692,1.902751369,132.2068682,NA,NA,NA,NA,NA,8.1338,12.7,228.89,4.4166,1.561385822,11.51540347,10.09827633,267.4030825,7.768767663,221.1153698,1.181100257,-19.45358064,10.28706056,3.516096709,-43.14928452,32.19756858,5.937166347,6.355520645,113.348819293391
Ottawa 271,984,17483,USDA,domestica,cider,Canada,new,NA,NA,NA,NA,NA,NA,5.812641918,8.287749278,243.0747386,129.265665,12.18354429,3.896808628,151.0690865,1.948641758,2.240734554,92.09889626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.469386385,3.877859389,NA
Minnehaha,986,7339,USDA,domestica,dessert,United States,new,1920,NA,NA,NA,NA,NA,5.694501893,13.17805462,281.4094485,174.6662149,10.5073401,5.289802199,152.1607654,1.008645377,1.872118127,128.9232498,NA,NA,NA,NA,NA,5.159,12.5,177.078,5.2198,2.422950184,11.44132347,7.768928077,255.1033775,8.91730903,178.5030215,1.53857912,-33.59444252,9.253094989,-0.798317872,-41.46440386,57.47972613,3.23098593,3.091235184,103.13173544386
Porter,991,12028,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,7.184765034,4.889825985,288.7709323,158.1845688,12.75373424,4.070819722,156.9843582,1.03245831,1.719236263,131.8393305,NA,NA,NA,NA,NA,4.7972,12.3,134.976,4.5614,2.563995664,13.33320171,9.539832011,254.7454621,7.511672588,161.2825881,1.170109271,-49.71399921,-7.749089334,-16.3108668,-39.27584108,119.1244636,4.188896565,4.427647455,97.8927941272393
Mantet,995,15738,USDA,domestica,dessert,Canada,new,1929,NA,NA,NA,NA,NA,3.512958393,7.692777108,241.392002,114.9901159,10.16056286,3.58595085,152.2628378,0.9511295,2.97192236,89.19942914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.076441161,4.753724275,NA
Primate,998,12362,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.718205419,9.08567257,243.7160714,129.3728603,11.67225342,5.674281327,153.685784,1.013135514,2.083582702,90.17798054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.14262674,7.553909483,232.6368723,5.186801817,163.9693682,1.590050756,NA,NA,NA,NA,NA,2.987349626,3.516732387,78.7913363302392
Red Spitzenburg,1106,8979,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,11.97805462,295.4094485,136.1662149,11.4073401,7.587802199,154.1312388,1.008645377,NA,140.9232498,NA,NA,NA,NA,NA,6.5928,13.4,174.552,5.0356,2.032520325,10.14177382,7.899152644,275.3251685,9.04350903,216.6977798,1.339014799,-16.53788328,32.12678805,-19.4491055,-44.31807406,51.79222261,5.713365078,6.501114187,121.161762727397
Red Astrachan,1111,7930,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,0.378054618,233.9721609,142.9293582,9.816486876,5.369316755,152.0683946,1.071864989,NA,82.2429113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.9375327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7691992977031
Tilsith,1141,134380,USDA,domestica,dessert,Switzerland,old,NA,NA,NA,NA,NA,NA,NA,1.578054618,254.9721609,161.2293582,10.90537577,3.165316755,154.0398053,1.08121156,NA,101.2429113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7281729,5.859570685,229.29434,6.157865214,156.8906261,1.831256871,NA,NA,NA,NA,NA,NA,NA,75.2262406107632
Sipolins,1150,199431,USDA,domestica,dessert,Latvia,old,NA,NA,NA,NA,NA,NA,NA,1.378054618,288.6852414,112.2020098,12.07431599,7.683507349,151.9087356,0.9626323,NA,136.6819464,NA,NA,NA,NA,NA,NA,NA,109.962,7.9542,NA,13.29919156,6.565012585,267.1591364,10.37250116,102.4728088,2.038466569,NA,NA,7.308466838,-23.31454222,NA,NA,NA,115.163384276826
Sylvia,1194,14961,USDA,domestica,NA,Sweden,old,1973,NA,NA,NA,NA,NA,NA,NA,232.793149,145.5482193,10.42431599,4.1916715,153.0812085,0.9626323,NA,78.50572852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.63050977,5.728275826,225.9679028,4.071501163,137.1874323,2.100297922,NA,NA,NA,NA,NA,NA,NA,72.0962414479213
KAZ 96 08-01P-11,122,694054,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,2.360892611,275.8609797,60.8341396,10.72700013,2.630996996,151.2712257,1.978459937,NA,123.3982424,NA,NA,NA,NA,NA,NA,NA,54.25,4.1166,NA,10.34673062,13.60380787,246.2792058,7.927033683,42.94010018,0.71810979,NA,NA,26.33878303,-48.06884687,NA,NA,NA,96.2012079989167
Kaz 95 10-03F,1259,692771,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,2.08567257,268.4243113,58.51467693,9.805555222,4.825603171,153.8189566,1.989589438,NA,114.4841191,NA,NA,NA,NA,NA,NA,NA,48.842,3.2898,NA,NA,NA,246.4892293,3.881231208,52.00100868,NA,NA,NA,-6.074898856,-15.23823695,NA,NA,NA,92.4514769918784
Geneva early,247,NA,Kentville,domestica,dessert,United States,new,1978,NA,NA,NA,NA,NA,NA,2.039239478,228.8787617,104.3453073,8.598603739,5.017432589,151.7580822,0.996476893,NA,77.37374686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belle Imperiale,388,133110,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,2.3917934,236.7492114,109.200129,7.965712022,3.326153153,154.1380508,1.338522023,NA,82.47341142,NA,NA,NA,NA,NA,NA,NA,84.85,2.0892,NA,10.8671308,7.020561292,226.7197902,4.182541778,106.6720712,1.527312886,NA,NA,-20.45715523,-50.04951269,NA,9.421571427,8.727378607,72.7981726133652
Amere de Bellevue,557,139792,USDA,domestica,NA,France,old,NA,NA,NA,NA,NA,NA,NA,3.360892611,306.3435492,93.78033224,13.89985038,8.998100306,161.7147906,1.028094777,NA,145.9901851,NA,NA,NA,NA,NA,3.484,15.1,81.332,6.4286,4.334098737,11.71140347,3.533934005,269.1647194,11.43928356,99.83006779,3.363873651,-1.412986349,28.93416268,-18.52955547,-43.80242465,28.84249489,NA,NA,108.324202268528
Cannonball,577,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.989825985,276.2732794,135.5806222,12.54922236,3.586239496,152.206603,1.015557984,NA,124.2068396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28350078,9.37346516,254.2411336,7.348017014,140.4477073,1.430587237,NA,NA,NA,NA,NA,NA,NA,102.201184521764
S47-23-82,647,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,10.57805462,246.6852414,85.00200984,10.46181599,5.338174015,150.9389277,0.944145803,NA,94.68194642,NA,NA,NA,NA,NA,NA,NA,76.55,2.8396,NA,10.19919156,7.169897121,229.3328917,6.177988814,95.42251025,1.47256128,NA,NA,-19.77783879,-54.03682192,NA,NA,NA,78.3392950331503
S38-06-140,681,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,296.5261351,357.5582723,4.727597987,3.638671387,152.7948566,1.044906623,NA,144.5398382,NA,NA,NA,NA,NA,3.5175,11.7,259.547,3.9546,3.355301245,11.16317332,6.351023917,261.1339585,7.705118279,282.8809622,1.807007675,-44.61522983,4.808907477,-8.248685968,-48.67567431,85.68273349,NA,NA,108.290906066069
Jonagram,725,6842,USDA,domestica,dessert,United States,new,1956,NA,NA,NA,NA,NA,NA,18.26089261,295.4501299,226.0824521,11.69096624,5.370137755,160.8376326,1.506336746,NA,133.95973,NA,NA,NA,NA,NA,7.8323,12.3,202.2565,3.65755,1.575595583,11.25757429,11.07318188,264.3947385,7.020855423,217.8553696,1.07895827,-29.26784655,9.259771955,-7.160195142,-47.90449625,46.0293347,NA,NA,103.438084573748
Ivan,823,18613,USDA,domestica,NA,United States,new,1916,NA,NA,NA,NA,NA,NA,14.37805462,263.5921196,68.99665094,14.08193707,8.695323493,149.9423142,1.032781831,NA,113.5176027,NA,NA,NA,NA,NA,6.8742,14.9,60.81,9.81,2.167524948,14.84322388,13.69486714,247.6984669,13.84457743,65.5969742,0.946825887,-49.80455137,0.382505319,-7.297553364,-29.14193267,128.9254,NA,NA,97.7638922893692
Huvitus,850,180727,USDA,domestica,dessert,Finland,old,1955,NA,NA,NA,NA,NA,NA,2.039239478,225.793149,79.92599707,10.58542711,3.684227055,150.005771,1.018939305,NA,75.50572852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julyred,881,5005,USDA,domestica,dessert,United States,new,1962,NA,NA,NA,NA,NA,NA,1.139239478,241.3749469,175.1657481,11.24999967,3.235146597,151.5387648,1.032273743,NA,89.97445684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.044772745,2.685666899,239.5835821,2.284164542,262.7711676,2.583287861,NA,NA,NA,NA,NA,NA,NA,87.7831544611299
Grise Dieppoise,890,132785,USDA,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,288.793149,46.12599707,10.84931599,10.91922706,153.9624619,1.9626323,NA,134.5057285,NA,NA,NA,NA,NA,1.5812,12.4,26.514,10.9116,7.842145206,13.1671308,2.719161292,248.5447345,13.42268103,44.69256767,4.584150718,-41.84971651,-5.82610447,-40.67469966,-18.70774571,71.07084142,11.10084753,11.4144975,NA
Ranger,936,15652,USDA,domestica,dessert,Canada,new,1964,NA,NA,NA,NA,NA,NA,1.78567257,225.5727199,124.3390586,9.57400677,3.391113035,151.1129318,2.534766941,NA,73.34484936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merton Delight,939,172619,USDA,domestica,dessert,United Kingdom,old,1953,NA,NA,NA,NA,NA,NA,2.78567257,262.3037758,137.4119343,11.20259799,6.053917542,151.9022838,1.044906623,NA,110.6535842,NA,NA,NA,NA,NA,8.1606,10.7,87.345,4.31075,1.3111781,10.04634226,6.558279019,239.4662594,5.909752993,94.95926748,1.511152275,24.43203432,6.506425123,-8.018456422,-27.05701905,-13.23322464,NA,NA,87.3694166285481
Reveles Bumbierabols,988,199437,USDA,domestica,dessert,Latvia,old,NA,NA,NA,NA,NA,NA,NA,1.019473615,233.9165703,143.9317489,10.62729906,3.812656876,153.1761931,1.015557984,NA,80.82057684,NA,NA,NA,NA,NA,NA,NA,148.808,3.2982,NA,11.36940622,2.833705835,229.0874458,4.567383681,150.0935233,4.060574794,NA,NA,-0.856481504,-27.78798037,NA,4.345512155,4.138552111,75.9333771156915
Safstaholm,1168,168735,USDA,domestica,dessert,Sweden,old,NA,NA,NA,NA,NA,NA,NA,NA,246.4501299,111.6380077,8.049299569,4.134248866,149.8473736,0.997313696,NA,95.95972998,NA,NA,NA,NA,NA,NA,NA,84.24,3.1662,NA,8.463840836,4.796417141,233.218415,4.537458795,117.7628048,1.781060821,NA,NA,-28.4663777,-30.22085394,NA,NA,NA,83.3358735358965
Early Harvest,417,7063,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,225.6852414,87.70200984,5.307649327,4.41293592,151.907248,1.910677434,NA,73.68194642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauty of Bath,461,18807,USDA,domestica,dessert,United Kingdom,old,1864,NA,NA,NA,NA,NA,NA,NA,236.8882038,87.01732576,3.602808979,3.251805209,154.338139,1.03245831,NA,85.57626591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.598234828,4.827955382,225.014841,4.611001817,83.02477762,1.783148425,NA,NA,NA,NA,NA,8.387597301,9.5799777,72.9908344561289
Anoka,513,21810,USDA,domestica,cider,United States,new,1920,NA,NA,NA,NA,NA,NA,NA,240.9721609,104.9793582,9.756169416,3.936316755,152.152431,1.012755733,NA,89.2429113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.59987077,11.40476903,231.9375327,5.576152993,140.6648469,0.942882278,NA,NA,NA,NA,NA,NA,NA,79.7691992977032
Gladstone,746,127813,USDA,domestica,dessert,United Kingdom,old,1868,NA,NA,NA,NA,NA,NA,NA,234.3465299,132.2131159,6.248412365,3.76999323,153.8912621,1.058395307,NA,80.64466416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.43349662,11.40203585,NA
Geneva Ontario,905,13173,USDA,domestica,NA,NA,NA,1930,NA,NA,NA,NA,NA,NA,NA,309.5727199,389.4390586,6.740673437,6.726446368,154.0554922,3.008645378,NA,155.3448494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32038496,5.790114753,NA
Quinte,944,15660,USDA,domestica,dessert,Canada,new,1964,NA,NA,NA,NA,NA,NA,NA,232.5727199,119.8390586,9.57400677,4.229113035,152.061393,0.95997344,NA,80.34484936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lubec #1,1043,17845,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.2131159,3.905555222,3.56874323,153.8912621,1.532273742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.92013002,11.5329697,260.2192791,6.958231208,372.6612181,0.924911682,NA,NA,NA,NA,NA,NA,NA,106.245111219255
Barkley Rome,470,11758,USDA,domestica,dessert,United States,new,1953,NA,NA,NA,NA,NA,NA,NA,NA,349.0636637,11.39931599,8.154518154,154.0831899,0.949328317,NA,NA,NA,NA,NA,NA,NA,3.551,12.3,217.432,5.9954,3.46381301,10.44832993,5.512835218,278.4878528,9.911310983,222.0982808,1.941148627,-35.58668345,17.72216308,-2.100998157,-39.50951584,78.44141156,5.737100925,6.486254796,124.41693454621
Jonafree,1,22322,Kentville,domestica,dessert,United States,new,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1730408,1.467128255,NA,NA,NA,NA,NA,NA,NA,4.7034,11.6,127.763,5.3902,2.75470044,10.9964673,7.918722766,275.2863512,8.720544798,122.6430834,1.496017359,-40.60405776,5.488423584,4.17464761,-38.18964153,84.1355933,NA,NA,123.265826625964
Vanda,10,NA,Kentville,domestica,dessert,Czech Republic,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.685784,0.978982821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradis do Vayre,1000,140096,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.8189566,1.058395307,NA,NA,NA,NA,NA,NA,NA,6.1104,13.7,102.788,8.3536,2.242079078,13.12717449,8.329210052,285.1421726,12.45281856,104.193955,1.505007542,-26.63890139,4.363661853,-1.349363268,-32.91799799,48.97460744,NA,NA,124.451476991878
Odin,1002,208410,USDA,domestica,dessert,Netherlands,old,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.88037,0.957664808,NA,NA,NA,NA,NA,NA,NA,6.7402,9.9,89.142,4.2224,1.468799145,8.598234828,7.400755382,253.014841,7.436201817,86.85877762,1.180729782,-8.925512975,15.13991184,2.628660497,-43.2183243,24.39756907,NA,NA,98.9908344561289
Maunzenapfel,1007,254932,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.152431,2.016528801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ 96 03-11,101,693310,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.278219,0.992175866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metais,1010,151029,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9057604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reinette Grise,1011,18300,USDA,domestica,dessert,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.3424962,0.978459937,NA,NA,NA,NA,NA,NA,NA,7.1824,14.8,228.3,8.2218,2.06059256,13.84673062,9.275607871,288.2792058,10.05843368,240.8421002,1.421865884,-22.56679994,6.884436498,-5.207602895,-18.25963903,44.92172455,NA,NA,127.201207998917
Old Pearmain,1013,24708,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0222526,1.088555583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaz 95 05-01P-26,102,693201,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.1349698,0.996372532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8806506,15.05219322,240.2982523,11.9675208,27.2993445,0.809282273,NA,NA,NA,NA,NA,NA,NA,NA
Messire Jacques,1021,140095,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.7329722,2.067741878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
March #1,1022,10797,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0853066,1.919669344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pederstrup,1024,128325,USDA,domestica,dessert,Denmark,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.0706615,1.48878432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.10196723,12.2070643,276.1011824,7.283654135,251.5255873,0.776082542,NA,NA,NA,NA,NA,NA,NA,126.277444202709
Noel Deschamps,1026,151031,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.0706615,1.48878432,NA,NA,NA,NA,NA,NA,NA,NA,13.2,40.118,6.2516,NA,9.461048629,2.637416998,278.6602307,13.20407601,49.83773607,3.801950107,NA,39.51941817,-19.50276403,-52.65401382,NA,NA,NA,124.761277710982
Norfolk Royal,1029,132330,USDA,domestica,dessert,United Kingdom,old,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.1593994,1.000489453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
